Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Default)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	Condition Name	Condition Type	KC (Tokens)	KC Category (Tokens)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Intro CS Concepts)	KC Category (Intro CS Concepts)	KC (Tokens Merged)	KC Category (Tokens Merged)	School	Class	Event Type
13084	All Data	2f1d7d46d9e4e5b45ff54968dfebefd4	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	82	0	INCORRECT			def kthDigit(x, k):\n\treturn ( (x % (10**k) - (x % (10**(k-1)) )	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13085	All Data	1ac1b2cea765360c28c8aa132428503e	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	45	0	INCORRECT			def kthDigit(x, k):\n\treturn ( (x % (10**k) - (x % (10**(k-1)) )	Commission Error				expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13086	All Data	91758342926b9e5dc4b6150f241e2a59	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	82	0	INCORRECT			def kthDigit(x, k):\n\treturn ( (x % (10**k) - (x % (10**(k-1)) )	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13087	All Data	9dffbb1203c0e2171e8714fe7c796888	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	63	0	INCORRECT			def kthDigit(x, k):\n\treturn ( (x % (10**k) - (x % (10**(k-1)) )	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13088	All Data	43e78bb2f2e8b5f3a212504a327df1a3	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	77	0	INCORRECT			def kthDigit(x, k):\n\treturn ( (x % (10**k) - (x % (10**(k-1)) )	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13089	All Data	09d5d014cc4fb8412bf387bdfa3b2ab8	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	66	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1)))	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13090	All Data	b9e6442bc6c06c914e60802624c05e45	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	83	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1)))	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13091	All Data	1f0ef36314278078e867674d1ac40c75	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	83	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1)))	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13092	All Data	ac6bdecdf14c75b9d06a9377b65d4286	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	46	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1)))	Commission Error				expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13093	All Data	e0c78de74ed47d3e6229ed9beb1cf9a4	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	83	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1)))	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13094	All Data	b220c8ed4986c8fe77bbaf251f43a0f0	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	64	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1)))	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13095	All Data	109f1ad12645efc64b74aefc90e0a3c5	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	78	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1)))	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13096	All Data	814f327a2c0ca4f423643f082887e568	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	67	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1))	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13097	All Data	32b327a23bb8bd1ca9b76a5fa267a0cc	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	84	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1))	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13098	All Data	f76686f72ae9df825402557646997828	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	84	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1))	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13099	All Data	09d028dd110187f9feac6e4b0269b19e	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	47	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1))	Commission Error				expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13100	All Data	05af3aa12327cb9c851c712d92cea6d1	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	84	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1))	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13101	All Data	575e01e13e39c93818ff2484c9395931	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	65	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1))	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13102	All Data	5b2617a1aa555cf53eb0b26c7e2279af	S535	1	2016-01-20 03:30:00		2.143	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	79	0	INCORRECT			def kthDigit(x, k):\n\treturn (x % (10**k) - (x % (10**(k-1))	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13103	All Data	c0ff84fdc669b7cc71d2338df92e69a5	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	68	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k-1)	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13104	All Data	69a6c45f6663d0c2ff4b1cf5bf9cc4f2	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	85	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k-1)	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13105	All Data	a531f81ab1eb97d74b2c603ee2e6642b	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	85	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k-1)	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13106	All Data	cbc14354db8878fd0136934234debe8f	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	48	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k-1)	Commission Error				expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13107	All Data	c102ec015db81cf5c81dc8b687234be2	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	85	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k-1)	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13108	All Data	44b6769c43027510c3c6c8c3d593c877	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	66	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k-1)	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13109	All Data	f92c3d0ce875cc90d8821e55fb2f89b0	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	80	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k-1)	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13110	All Data	8fa4488cc8ae61a16295992e38f5a58f	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	69	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k)	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13111	All Data	bfdd89778123799daa09bb32f7fd802d	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	86	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k)	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13112	All Data	c7a827d144bf1cd1371fff7003ac8d13	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	86	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k)	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13113	All Data	4718978eaabaeac27e164917c7633712	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	49	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k)	Commission Error				expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13114	All Data	7f422e6c6f6b41f41fb7bc9013f75ff7	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	86	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k)	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13115	All Data	85d5657bd85e328d1d03b02bc5f73272	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	67	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k)	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13116	All Data	be6b9f16d7dba97dea4266b019b1280f	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	81	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1) - x % 10**(k)	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13117	All Data	f8119890ad69bd6139e36a3ef9b17369	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	70	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) - x % 10**(k)	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13118	All Data	f49f635ceaa5234e5c54ae49d5c9180c	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	87	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) - x % 10**(k)	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13119	All Data	9e46ab2c0a0fc4573e7217db0ff72cca	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	87	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) - x % 10**(k)	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13120	All Data	9039d486c4a7a7adc90ed9458dbe53ed	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	50	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) - x % 10**(k)	Commission Error				expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13121	All Data	5de5dd5884a3e313fd9dad2b4d78294f	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	87	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) - x % 10**(k)	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13122	All Data	5c6f2af35fa8c40c2feca6ed09b25832	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	68	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) - x % 10**(k)	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13123	All Data	98845e401b2e794b1cbcece67b194c35	S535	1	2016-01-20 03:32:00		5.714	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	82	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) - x % 10**(k)	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13124	All Data	1adceb18d0856452b24812f4c1d3a009	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	71	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**k	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13125	All Data	d3ca6a30f1a5ba0037b155df9be70a7e	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	88	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**k	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13126	All Data	97cb927a768da7d3464e014a4097598f	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	88	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**k	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13127	All Data	6a8848f1924dea4a2bd56a4502da9101	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	88	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**k	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13128	All Data	4d22f23ece286138cc89a9fddd40b0bd	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	69	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**k	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13129	All Data	2078ab09d3d2b02d302eeff978c35b82	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	83	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**k	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13130	All Data	41d3f98a1f18b597ebbf9078add99357	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	72	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) + x % 10**(k)	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13131	All Data	2ebd88b48bf5abb472d1eabb9943f8aa	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	89	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) + x % 10**(k)	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13132	All Data	5bf646c486b03575b631ab4da8a4f310	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	89	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) + x % 10**(k)	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13133	All Data	aee9bc9bb5c2cc0c34bb484455f4ad8c	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	51	0	CORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) + x % 10**(k)					expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13134	All Data	f9e3aedef50b4953612d5a82098ad988	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	89	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) + x % 10**(k)	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13135	All Data	9f21fc1b18f25774185d26958df792ad	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	70	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) + x % 10**(k)	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13136	All Data	a0b230daabe387e77b0c254c84433af3	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	84	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1) + x % 10**(k)	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13137	All Data	d39b3cd9b6aac9cd89d8af4829202aff	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	73	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)% 10**(k)	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13138	All Data	243ae6ce8dc3e81742a3828d668cc4d9	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	90	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)% 10**(k)	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13139	All Data	798ea05780ac91e59bcb2afc2fe85d29	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	90	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)% 10**(k)	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13140	All Data	c766a256e1c8945769cd648950041d30	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	90	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)% 10**(k)	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13141	All Data	eb1a3edf83d0ed1ac82423a96a8bebf2	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	71	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)% 10**(k)	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13142	All Data	89209f90307aca1134c937a13aabfba5	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	85	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)% 10**(k)	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13143	All Data	ea6538a80a76d810e016eeca87ee4b6c	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	74	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13144	All Data	a4c3d2a6ea25a15805a3f2bc1e26afc5	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	91	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13145	All Data	e3b7debbaca29387e626d0cbe153675a	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	91	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13146	All Data	afa64823caea3bffd84690fe45784b18	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	52	0	CORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)					expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13147	All Data	b932de84baa74fbca10f7cac04647467	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	91	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13148	All Data	55256b965411426cc37a765dcb80bb7c	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	72	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13149	All Data	2a3bd9f63ce56093aeadbbf9faef3a75	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	86	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k-1)	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13150	All Data	2923573259d56da145f2e20245d6c4c5	S535	1	2016-01-20 03:33:00		2.222	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Subtract	53	0	CORRECT			def kthDigit(x, k):\n\treturn x % 10**k					expert_class		hint_first		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
13151	All Data	23edf3ccb443013a0c47d432bb2612f6	S535	1	2016-01-20 03:34:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Number	75	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1)	Commission Error				expert_class		hint_first		Number		Single-KC		KC62		Data Types and Structures		Number				
13152	All Data	9e6bc109fb44ddf6400bbf8929703279	S535	1	2016-01-20 03:34:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Load	92	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1)	Commission Error				expert_class		hint_first		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
13153	All Data	bbd63f1a7c4096c1b08f5f2ead824319	S535	1	2016-01-20 03:34:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Binary Operation	92	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1)	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
13154	All Data	19b599573be73f88250c9f146f8f0871	S535	1	2016-01-20 03:34:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Name	92	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1)	Commission Error				expert_class		hint_first		Name		Single-KC		KC72		Variables		Name				
13155	All Data	783b9898dff92e6b2c121b32543cb1af	S535	1	2016-01-20 03:34:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Power	73	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1)	Commission Error				expert_class		hint_first		Power		Single-KC		KC235		Arithmetic Operations		Power				
13156	All Data	b851d870be0cdc992f20406f7e2a66bf	S535	1	2016-01-20 03:34:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-20 02:58:00	Modulo	87	0	INCORRECT			def kthDigit(x, k):\n\treturn x % 10**(k+1)	Commission Error				expert_class		hint_first		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
13157	All Data	6ba1268f2488414933ed35b5646a469a	S535	1	2016-01-20 03:46:00		0	ATTEMPT		RESULT		programming	nearestBusStop	1	2016-01-20 03:46:00	Number	1	0	INCORRECT			import math\ndef nearestBusStop(street):\n    rem = street%8\n    if(rem<=4):\n        busstop = (street//8)*8\n        return busstop\n    else:\n        busstop = (street//8)*8\n        return busstop	Commission Error				expert_class		hint_first		Number		Single-KC		KC18		Data Types and Structures		Number				
